id,username,text,sentimen,label
1150,Yustinus sumarjo,percuma masyarakat tidak mendukung maklum butuh makan,positif,1
1151,9373JAKARTA VISIT,strategi pemerintah gagal,negatif,-1
1152,andrian syah,karma negeri,negatif,-1
1153,Bob VZ,semoga lekas membaik,netral,0
1154,Kwak Kwik Kwuk Kwek Kwok,waspada teroris covid sekitar agen menyebar senjata biologis virus menebar fitnah covid sana sini sana sini kuras harta membunuh,positif,1
1155,Nadya Syahputri,berita basi masyarakat udah bosan,negatif,-1
1156,Deni setiawan,hanya bisnis,negatif,-1
1157,Junaidi Akbar,heran india orang banyak bergelimpangan jalan justru indonesia orang sehat orang jalan tusuk hidungnya,negatif,-1
1158,Teu Sempurna,baru viral bikin acara mall sleman tidak kena hukum giliran orang kecil hajatan dibubarin habis aturan dibanyakin dibatasin giliran pengusaha mall tidak,negatif,-1
1159,Yanto Suryadi,pemerintah melarang mudik katanya pemerintah tidak adil masa orang mudik dilarang sekarang covid meningkat bagaimana sudah resiko mau bagaimana banyak berdoa,negatif,-1
1160,Ade Apandi,siap siap calon koruptor gas antigen masker udah sukses,netral,0
1161,Ade Apandi,wisata undang kerumunan mohon larang dulu nanti bisa diproses kerumunan baru,positif,1
1162,aitai sakura,tolong lockdown banyak orang mati tidak enak dilihatnya kasihan tenaga medis urus mayat mayat mati capek,positif,1
1163,NKRI,covid abal mau pemerintah indonesia jadi budak cina,negatif,-1
1164,M Ozil,muak dengar aturan pemerintah percuma tidak tegas,negatif,-1
1165,Eliz Dorr,hati nanti rem blong belum kenyang mafia covid,netral,0
1166,Jeprie Emon,dana haji gimana kelanjutan sudah korupsi,negatif,-1
1167,Susanti Santi,kasus harus polisi mcdonald buat kerumunan diam yakin lonjakan covid terjadi penutupan gerai giant mcdonald bupati diam takut kepada pemiliknya investor lalu salahkan mudik lebaran,negatif,-1
1168,Dadan Black,covid gawat anggaran menguat,netral,0
1169,Jauharul Latifah,corona semangat,negatif,-1
1170,Djunaidi Abbas,selama pergerakan orang tidak bisa diredam penyebaran virus sulit diatasi cepat kuncinya ada bantuan tepat data benar didesa kelurahan bukan bps hanya sampel,positif,1
1171,Putra Petualang,pemerintah menetapkan darurat sipil rakyat merasakan darurat pemimpin,negatif,-1
1172,Zaimi Muchtar l,pemerintah tidak perlu khawatir masyarakat indonesia gotong royong tinggi soal dana ramai menyumbang pemerintah tidak kuat dana,negatif,-1
1173,Loving Caring Kindness Forever,dukung doa pemulihan dunia corona,positif,1
1174,Beesco Tamelang,pilih mati kena corona mati kelaparan sekeluarga kepala keluarga tidak bekerja sumbangan tepat sasaran pemerintah,negatif,-1
1175,Haikal Faturohim,corona jadi viral pencegahan rakyat cuma lockdown salah besar tolong pikir perut rakyat kerja kuli bangunan mana berhentikan tolong pak puluhan ribu rakyat malah tambah parah berhentikan aktivitas malah lebih nambah parah pasok sembako udah minggu pengangguran minggu tidak kuli kelabakan tolong jangan nambah beban tidak duga bakal parah kelaparan masyarakat,negatif,-1
1176,Teddy Alfons Versluis,harus bersatu saling bantu membantu program pemerintah memerangi covid bersatu teguh saling nyinyir menambah panjangnya wabah covid,positif,1
1177,Zakaria Zakaria,jangan takut mati mati sudah lahir ngapain takut mau mati corona takdir tidak takdir corona lewat jadi jangan ribut,negatif,-1
1178,Lucy Siana,demi keselamatan rakyat terhindar jangkitan virus corona cepat zona merah perlu tangan betul,positif,1
1179,Deden Aja,pemerintah dukung lockdown demi kebaikan bangsa,positif,1
1180,shasa flower,pemerintah tidak hanya melayani satu wilayah seluruh indonesia bukan salah pemerintah,positif,1
1181,Gold Sunshine,virus corona tidak kenal birokrasi antisipasi penularan mengurangi beban tim medis masyarakat kelas bawah sudah bergerak lebih cepat pemerintah pusat masih disindir genit orangnya jokowi tidak menunggu keputusan pusat,negatif,-1
1182,awing penganak,pokoknya pengawasan harus ketat jangan pak jokowi instruksi baru jangan percaya harus turun cek sembunyi jadi tahu,positif,1
1183,Naniek Wijaya,pemerintah indonesia kerjanya tidak beres,negatif,-1
1184,Suryo Supraptono,bayu mestinya tidak perlu didebatkan menakar kebijakan pemerintah justru pemerintah menerapkan kebijakan menakar sikap perilaku budaya kebiasaan masyarakat cenderung maunya sendiri terkesan membandel terhadap anjuran pemerintah masyarakat terkesan membandel ada gurunya para ustad ulama politikus busuk orang bekas pecat mengajak tidak turut terhadap pemerintah termasuk media mainstream tertentu mau efektif ikuti cara negara komunis cina baikan kemanusiaan ham perlu tembak ditempat pasti jitu efektif nyinyir tangkap jebloskan penjara,positif,1
1185,Fima Kurnia,orang paling kiri batuk siapa udah pikir negatif positif,negatif,-1
1186,Ten Sakti,kurangi debat banyakin sedekah tunai bukan wacana,negatif,-1
1187,Ya No,putuskan tali rantai penyebaran wajib lapor rt warung pinggir jalan tidak diperkenankan tempat kumpul penjual wajib gunakan masker sediakan pembersih tangan giatkan gotong royong saling bantu misal sabun cuci tangan masker buatan mandiri sembako bagi tidak mampu aman bagi warga memerlukan,positif,1
1188,Hayati Bayu,orang indonesia ngeyel maunya instan secara nyata orang cina disiplin patuh lihat hongkong,positif,1
1189,budi santoso,rakyat sudah banyak berkorban kebijakan penguasa cabut subsidi pajak digalakkan bpjs naik dibatalkan katanya naik keadaan rakyat susah begini penguasa masih susah memberi kebijakan rakyatnya susah,negatif,-1
1190,Yose Gerald,bicara buat kebijakan menyerang rakyat kecil,negatif,-1
1191,nani nani,kurangi bertengkar kurangi saling menyalahkan bikin otak bodoh kehilangan akal sehat masyarakat saling bantu jangan mikir harta,positif,1
1192,nani nani,sama sama berjuang jangan biarkan indonesia sudah bagus manusia mati massal punah habisi virus corona,positif,1
1193,Affan & Aufa,kebanyakan wacana kebanyakan bahas kerja kapan bandara internasional terminal masih buka turis masker semua pemerintah tahu ada terjangkit tanpa gejala rakyat suruh diam,negatif,-1
1194,Arie Elder,harus tepat sasaran awas nanti harus amanah nanti salah saran,netral,0
1195,Cinta Kasih,pemerintah harus cepat pikirkan kondisi terdampak langsung bijak pegawai negeri masih dapat gaji swasta bagaimana pendapatannya mati total,positif,1
1196,Fahlupi Rachmadon,kesejahteraan rakyat mana rakyat punya gaji rakyat harian,negatif,-1
1197,bang ayung,gimana cara tahu terimbas langsung gara ppkm darurat,netral,0
1198,San Sidney,bagaimana nasib perut rakyat masih kost kontrak tahun bantuan tidak merata tidak ada solusi,negatif,-1
1199,BATMAN LAPER,tidak perlu diharapkan cuma mulut ingkar janji,negatif,-1
1200,Malaikat Izrail 24,bantuan sosial korupâ,negatif,-1
1201,Ngadiman Jaya,jangan cuma orang garda terdepan kesejahteraan masyarakat tolong diperhatikan,positif,1
1202,Daniar Daniar,semakin menjadi jadi mati rakyatmu berjalan semakin banyak sakit mati kelaparan,negatif,-1
1203,Daniar Daniar,bukan dokter rakyat perlu dijamin hidupnya,negatif,-1
1204,burax x,butuh penghasilan bukan kebijakan butuh uang bukan bantuan hanya solusi jangan bikin frustasi banyak sanak mati harus menghidupi keluarga kecil,negatif,-1
1205,Tunas muda hunting pro,susah sudah yakin tambah makin susah akibat kebijakan pemerintah,negatif,-1
1206,Ice Land,ppkm hanya menguntungkan pejabat terkait hingga para kades bawahan ppkm pelan pelan mampus,negatif,-1
1207,ANDI THANDRA,sila keadilan sosial bagi seluruh rakyat indonesia mana keadilan rakyat kecil bagaimana enak tidak memikirkan masalah perut masalah anak anak benar benar egois sekali,negatif,-1
1208,Erfansyahnoor Erfansyahnoor,luar jawa mau dapat bantuan pakâ¦ susah butuh makan lockdown menyusahkan pak,negatif,-1
1209,Uwef Razet,masyarakat kecil resikonya ganda pak pertama harus berjuang melawan virus corona kedua harus berjuang bagaimana mana caranya tetap bertahan hidup,positif,1
1210,Dyaksa Putra Parna,gaya seperti ada orang sembako supaya tidak rumah tidak bayar pajak tidak bayar listrik tidak bayar air rumit,negatif,-1
1211,Farhan Nasrulloh,tidak tahu bukan urusan,netral,0
1212,Vellie Aulia,curang dapat ada tidak dapat,negatif,-1
1213,Kuli Bank,beritanya tolong fokuskan bantuan masyarakat terdampak jadi tolong beritanya fokus sana komentarnya baikâ¦,netral,0
1214,Who Am I,nama ppkm hanyalah pengalihan kata lockdown rezim tidak mau menanggung rakyatnya disiasati nama ppkm ppkm rakyat suruh rumah makan tetap cari sendiri lockdown semua tanggung rezim rezim enak uang makan rakyat mending buat makan sama teman sendiri mati demokrasi,negatif,-1
1215,Kincil Saputra,pasti kesejahteraan rakyat pasti terjamin,positif,1
1216,agung cahyono,daerah pikirkan perketat pengawasan keadilan benar terasa rakyat,positif,1
1217,LB Fishing,ujungnya korupsi masuk kantong pemerintah daerah,negatif,-1
1218,rudolfo afonzo,lihat bukti lihat realita lapangan soal bantuan sembako terkadang dijanjikan sama realita berbeda jauh,negatif,-1
1219,BAROKAH TOYYIBUN COLLECTION,kesejahteraan masyarakat bagi pegawai negeri sipil menyisihkan gaji masyarakat berani tidak,positif,1
1220,Arsenal Gowes,kerumunan khofifah saat ulang tahun sudah dilaporkan lurah santai santai tidak ada perkembangan,negatif,-1
1221,Bapak Presiden,berhenti dana bantuan biar adil bantuan buat pilih dapat dapat tidak melongo malah dapat banyak orang orang mampu miskin cuma jadi penonton,negatif,-1
1222,Mosan Nett,buset gini siap kelaparan siap bangkrut,negatif,-1
1223,andre jet bus 3,jawa timur rumit,negatif,-1
1224,Edi Haris,ppkm darurat jawa sama bali aman tidak perlu,positif,1
1225,OM Adit gojek,virus covid meresahkan dunia,netral,0
1226,Donny A.N,nanggung aturan ppkm khusus bandara pelabuhan masih perbolehkan ada aktivitas tetap masuk manusia ada kartu vaksin pcr tes nempel virus badan keluar masuk pintar,positif,1
1227,Rechel Rechel,kesejahteraan mimpi,negatif,-1
1228,smart,ppkm tidak ada guna,negatif,-1
1229,Bang So,makan tidak orang miskin pak pikirkan pikirkan,netral,0
1230,iyus kusnandar,kesejahteraan rakyat harus diperhatikan,positif,1
1231,Mafi Suryo,dijamin rakyat tambah susah,negatif,-1
1232,Fajar Muhamad,jangan hanya pidananya ambil undang undang karantina kompensasi harus patuhi pemerintah,positif,1
1233,Sulis Lele,hanya bicara ppkm tidak mikir rakyat menjerit cari nafkah ada penyekatan ujung uang rakyat jadi korban,negatif,-1
1234,Hobi Suranta,harus terutama masih kontrak rumah tetap terbayar uang kontrakan kontrakan tidak libur tidak memikirkan makan pakai asal kontrakan kebayar semoga tulisan baca sama pejabat baik hati,positif,1
1235,Lilik Suciati,tidak boleh kemana mana rumah mati kelaparan,negatif,-1
1236,Lilik Suciati,mulai ada pandemi sampai saat tidak pernah menerima apapun,negatif,-1
1237,Rezhax13,kesejahteraan hanya bagi rakyat kaya pak kehilangan kerja pak buat makan sulit harus utang kanan kiri tidak makin makmur makin sakit semua,negatif,-1
1238,krupuk upil,munafik pemerintah,negatif,-1
1239,edgar adi,kesejahteraan jamin pemerintah jangan bikin ketawa nyata tidak urus,negatif,-1
1240,KEVIN,pemerintah rakyat memiliki kesamaan sama sama keras kepala pemerintah diusulkan lockdown malah ppkm rakyat disuruh rumah malah mudik,netral,0
1241,Cembun Guitara,halusinasi pemerintah,negatif,-1
1242,Agi Desley,harus jangan cuma bikin aturan urusan perut harus pikirkan,positif,1
1243,Mira Mira,hanya mimpi bagi kaum miskin dapat bantuan miris,negatif,-1
1244,Hugo Prakoso,sejahtera cuma pejabat negara,netral,0
1245,Ovebgada,pemerintah tidak mikir gimana nasib disuruh rumah kerjanya cari uang harian tiap hari harus keluar gimana suruh makan angin rumah,negatif,-1
1246,Ovebgada,sebagai rakyat senang suruh rumah konsekuensi konsistensi pemerintah harus kasih jaminan hidup buat rakyat buat biaya hidup selama ppkm terutama sembako,positif,1
1247,MARISCA Dinanto,tidak bakal selesai sebelum kena semuanya,negatif,-1
1248,Sitti Halifah,awal pandemi sepeser warga tidak pernah sentuh bantuan pemerintah,negatif,-1
1249,Febby Dwi Azhari,mati tidak makan Ã°Ã¿Â¤Â¦,negatif,-1
1250,Journal aileen Management,jawabnya pasti bukan urusan pemerintah indonesia tidak tegas,negatif,-1
1251,Agustin tanjung,tahi dulu selama psbb tidak pernah dapat bantuan sekarang,negatif,-1
1252,Galaxy Cel,udah bosan dengar aturan pemerintah percuma pemerintah mana peduli sama rakyat miskin,negatif,-1
1253,Sundari Suwarno,tidak pernah dapat bantuan baik beras uang tidak punya saudara jadi pejabat pemerintah perangkat desa,negatif,-1
1254,Jannatin Nugroho,memutus mata rantai covid mudah pak tidak perlu ppkm putus anggaran buat covid pasti hilang covidnya,negatif,-1
1255,sony agung,ppkm darurat pemerintah provinsi menjamin kebutuhan hidup masyarakatnya masyarakat jatim masih banyak hidup dibawah garis kemiskinan jatim tidak hanya melihat kota surabaya,positif,1
1256,Nufqi Imansyah,ladang buat koruptor,negatif,-1
1257,Muhammad Whisnu Alvyan,covid buat bisnis,negatif,-1
1258,Ninja_FPV,kirim sembako transfer juta bulan dijamin turut,positif,1
1259,Go Fi,miskin tambah miskin,negatif,-1
1260,Binta Muhaimin,pemerintah penipu,negatif,-1
1261,Usup Dlh,solusinya tutup darurat covid tidak perlu gembar gembor bubar udah aman negeri,negatif,-1
1262,Gen Alief,setuju semoga semuanya tanggung pemerintah,positif,1
1263,Bengkel las Sugitehnik,jamin hidup rakyat sampai mana,netral,0
1264,Bengkel las Sugitehnik,bicara kosong tahi kucing peduli sama keadaan sekarang,negatif,-1
1265,km Yacob,pemerintah harus konsisten jangan cuma melarang warga melakukan kegiatan warga negara asing berbondong bondong masuk indonesia alasan dibuat buat,positif,1
1266,Teguh Nurul,psbb ppkm membuat rakyat miskin menderita kelaparan,negatif,-1
1267,bang badidu,penting rata jangan salah sasaran jangan dekat dekat dapat mampu mampu malah dapat pokoknya merata,positif,1
1268,frequensi 200hz,negara kesejahteraan rakyat ala kemiskinan marxisme,negatif,-1
1269,johan,omong kosong semua termasuk anggota dprd omong kosong berharap pemerintah konsisten masyarakat kebanyakan tidak konsisten sama artinya berharap sama maling perampok mengembalikan semua harta rampokannya sesuatu mustahil ajaib bisa terjadi kedua pihak sama sama tidak konsisten tujuan ppkm darurat bermain angka main sulap angkanya diturunkan seenaknya sendiri sama bohong membodohi rakyatnya sendiri terjadi malah terjadi gelombang ketiga jauh lebih banyak korban mematikan,negatif,-1
1270,jeck,atur susah pakai ngeyel giliran wabah tambah parah kena ppkm minta jaminan kesejahteraan jarang mikir,positif,1
1271,HAQ & BATHIL,mengkhayal setinggi tinggi,netral,0
1272,Iswara Ratri,bohong pemerintah ingin rasa ketawa kencang,negatif,-1
1273,SupermanWhereAreYouNow?,tidak adil tidak tegas aturan pemerintah,negatif,-1
1274,arif sujani,gombal mana ada kesejahteraan buat rakyat cuma teori,negatif,-1
1275,ayveq altous,ppkm justru pemerintah tidak mau membiayai lockdown ada undang undang dulu harus fasilitasi,negatif,-1
1276,SB Sembiring,penting pemerintah menjamin cukup makanan nyaman aman rumah khususnya rakyat miskin,positif,1
1277,Ibnu Sina Maulana,selama masih ada ngeyel semoga covid semakin meningkat,negatif,-1
1278,Aang Kunaidi,banyak rumah sakit cari uang musim pandemi vonis corona biar rumah sakit dapat kucuran dana permainannya belum berakhir sampai sekarang,negatif,-1
1279,KRAJAN BUDAYA,omong kosong,negatif,-1
1280,KRAJAN BUDAYA,covid tidak ada omong kosong semua hanya permainan pemerintah,negatif,-1
1281,Den Bagus,jelas pemerintah panik ubah aturan tidak ada efektif,negatif,-1
1282,View saputra,bapak bapak pejabat masih kurang harta miliki sekarang rakyat susah tidak mengharapkan sumbangan hartamu sumbanglah hati beri aturan normal bisa saling menjaga antara sosial tanggung jawab kehidupan masing beri solusi tepat lapisan menengah bawah jangan buat susah kemiskinan sekarang,negatif,-1
1283,View saputra,pak gunakan hati kecil bapak nanti bapak kembali menjadi rakyat solusi penanganan penyebaran sudah aktif solusi rakyat kecil sudah pasti cukup dana bantuan jalan singa lapar keluar hutan masuk rumah lapar jangan sampai virus hilang kriminal jangan sampai niat baik salah cara seimbang aturan solusi tepat bagi setiap lapisan mampu tidak mampu,negatif,-1
1284,Sihu My,saran buat atasi corona datengi setiap kartu keluarga tes satu satu bisa buat putus rantai penyebaran corona,positif,1
1285,Sum Ira,singapura selalu berdoa semoga saudara negara indonesia selalu lindungan semoga corona cepat selesai bisa kembali negara cuti,netral,0
1286,Rastini Dewi,orang susah atur arab keluar rumah lebih jam uang juta tidak pakai masker juta uang indonesia harus miskin kaya sama tidak penjara tahun,positif,1
1287,bara end ezel oficial,sumbangan desa cuma tidak mampu kena dampak tidak megenal miskin kaya tidak kerja tidak boleh kemana sumbangan pilih,negatif,-1
1288,Samah Sobiratul,rakyat indonesia paling susah mau diatur sama pemerintah sendiri,positif,1
1289,Supri Adi,jelas para pemimpin tidak sejalan ambisi jabatan bukan pengabdian,negatif,-1
1290,ferriansyah hidayat,bohong anjing,negatif,-1
1291,Blao safir,kenyataan sedang pahit masyarakat banyak tahu masih ada belum sadar covid sudah bulan lebih sudah seperti terlihat cukup banyak terdampak secara ekonomi khususnya kalangan bawah perlahan kelak merambat kalangan menengah siapa nanti membantu kalangan bawah kalangan atas seiring berjalannya waktu angka korban masih tetap naik penyebarannya sudahlah seperti jadi sering mengeluh tidak baik sering mengeluh solusi solusi solusi dilapangan edukasi mental moral tetap dibantu diawasi bukan mudah harus,positif,1
1292,Siddi Sidarama,rakyat cuma mau masalah berakhir bukan peraturan sampai saat tidak mengakhiri mengatasi masalah,negatif,-1
1293,diah akmal,semoga bapak jokowi sehat selalu,netral,0
1294,Alan Sutarjo,ada gugus tugas masih ada tenaga kerja asing negara komunis cina masuk republik indonesia,negatif,-1
1295,Sarif Hidayatullah,harus dpr ketika mau mencalonkan diri membutuhkan rakyat sekarang dpr harus rela bantu rakyat sekali sekali gajinya bulan sumbangkan buat rakyat,positif,1
1296,Razi molen,menurut pemerintah harus benar tegas perlu sanksi,positif,1
1297,Ida Bagus Putu Widja,opini berita memperparah keadaan jadi pemerintah salahkan sama rakyat,positif,1
1298,GURU 44,dpr dpr gaji tidak sumbang dpr tidak berguna korupsi otakmu,negatif,-1
1299,yoyo yoi,pemerintah kebayakan peraturan sewaktu virus corona sudah menyebar sehingga banyak membuat rakyat menderita sedangkan sewaktu virus corona belum menyebar pemerintah terlalu santai mengantisipasi pencegahan virus corona wahai bapak presiden republik indonesia jokowi terhormat rakyat sudah bosan sifat pemerintah tahu cuma pencitraan omong mana menteri kesehatan mengatakan masker hanya orang sakit mana menteri kesehatan mengatakan virus corona tidak bisa menyerang indonesia iklim indonesia iklim tropis sebentar rakyat banyak mati bukan virus corona mati kelaparan stroke,negatif,-1
1300,unclassified_6337,cara indonesia paling,netral,0
1301,mianto sa,covid wakil rakyat ketahuilah corona wakil rakyat ada indonesia ambil sikap tegas tidak seperti peraturan rezim lemah tajam covid tidak pandang bulu setuju acung jempol,negatif,-1
1302,Tauada Sihotang,semoga sehat selalu pak presiden jokowi semoga melindungi selalu,netral,0
1303,Asep Rohmandarjuara,payung hukum aturan kebijakan perlu tetap fleksibel tingkat keberhasilan kinerjanya bergantung implementator dilapangan termasuk daya dukung maupun daya jangkaunya struktur birokrasi harus memiliki efektifitas tinggi aksinya,positif,1
1304,Siboru Najogi,bukan virus masalah bumi lapisan ozon perputaran bumi lapisan ozon makin tipis semua orang sesak,netral,0
1305,ÃÂ³ÃÂ¨ÃÂ­ÃÂ§Ãâ  ÃÂ§ÃâÃâÃâ¡,bukan pemerintah kebijakan salah manusianya susah atur,positif,1
1306,mizi mizi,coba gaji dpr potong satu bulan membantu rakyat kena dampak covid diam pantas jadi wakil rakyat,negatif,-1
1307,Sumyati Aaaggg,sebenarnya pak jokowi sudah berusaha semaksimal mungkin masih belum cukup mata oposisi lakukan pak jokowi selalu disalahkan salam sehat selalu pak jokowi semoga selalu memberi kecerahan negara indonesia wabah corona segera hilang muka bumi seluruh dunia,positif,1
1308,LD ll,beritanya parah,netral,0
1309,Mochamad Farid,coba penduduk indonesia mau puasa putih hari pandemi virus komunis cina covid pergi nusantara indonesia budaya nusantara,netral,0
1310,yoga maulana,semangat pak jokowi selalu ada semoga semua selalu lindungan,netral,0
1311,Suwono Wono,selamat berjuang pak paman semua nyinyir fitnah hak orang tidak nasionalis menambah energi juangmu berbakti kepada ibu pertiwi,netral,0
1312,Mohammed Zzz,semoga pak jokowi sehat selalu senantiasa lindungan,netral,0
1313,supri law,tiap hari ada aturan baru bosan,negatif,-1
1314,Ashari Setiabudhi,wakil rakyat kemana berbuat menghilang semua bisanya cuma nyinyir tanpa memberikan manfaat bagi rakyat diwakilinya kondisi wabah covid,negatif,-1
1315,Ferdi Dedi,semoga berakhir sampai disini,netral,0
1316,Nuril Huda,jujur baca anggaran gini nangis,netral,0
1317,Islam,serapan rendah antara tidak tahu mau diapain tidak punya solusi takut kpk salah tanda tangan masuk bui tahun depan atas takut dibawah kurang disiplin pertanggungjawaban uang negara,netral,0
1318,Kamar Pojok8,saluran bagus konten menarik berbobot sedikit penonton,netral,0
1319,yakuto - Belajar Ngedit,bagaimana tidak mau suudzon orang dana udah terang terangan korupsi,negatif,-1
1320,Lin Kin,ternyata besar biaya pandemi tunjangan orang tua dipotong juta pikir gara corona,negatif,-1
1321,Ridho Baihaqi,itulah budaya indonesia lambat gerak,negatif,-1
1322,Davied Zebedeus,koreksi sedikit pernyataan pak jokowi diawal video bukannya tanggal juni bukan maret,netral,0
1323,Near Harvy,jokowi bego udah tahu gitu bakalan malah dipermudah main setuju presiden oncom paling tidak lihat ahok setuju minimal,negatif,-1
1324,bibi bibi,lihat tahun baru terkuak kasus giga korupsi anggaran pemulihan pandemi ditindak,negatif,-1
1325,Susan's House,tidak jelas ujungnya dilindungi peraturan undang undang imunitas,negatif,-1
1326,M T,disaat kondisi serba menekan saat masyarakat hanya membutuhkan belas kasih pemerintah,netral,0
1327,Dark Knight,judulnya kurang tambahi kpk kriminalisasi aktivis anti korupsi teror pihak misterius,netral,0
1328,Kireina Tensai,gitu cara mainnya zalim,negatif,-1
1329,Dodo Comeback,bagi bantuan sosial balapan sampai masuk gang gang malam malam siang siang dilemparin mobil difoto cekrak cekrek video viral tumben tumbenan anggaran ratusan triliunan tidak dicairin biasanya paling senang cairkan anggaran duitnya tidak ada berhutang jual aset,negatif,-1
1330,Pisang Koklat,bermain alur,negatif,-1
1331,Fathan Jedwanq,belanja belanja korupsi pemerintah oknum bawahnya,negatif,-1
1332,Saiful Bahar2020,komitmen buruk strategi buruk pelaksanaan buruk pemerintah indonesia,negatif,-1
1333,Ibnu Safidi,turunnya anggaran terlalu banyak birokrat,netral,0
1334,Sumerta Agus,anggaran besar serapan rendah minim transparansi rentan dikorupsi,netral,0
1335,Neverest,negara indonesia isinya hanya orang koruptor terutama bagian pemerintahan,negatif,-1
1336,Junk Boys,lumayan pandemi ada proyekan baru cukup uang,negatif,-1
1337,pak pamungkas,lebih otentik marahnya tidak pakai teks,negatif,-1
